Identifier,Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score
7203.T,Toyota Motor Corp,Automobiles,2020,22.22,75.0,9.0,40.0,47.0,39400055798.38,366388.5,33.41,75.0,396912359341.58,480294.0,23.05
7203.T,Toyota Motor Corp,Automobiles,2021,10.0,58.67,10.0,37.0,58.0,36766178861.79,364095.0,17.81,75.0,451201120144.54,480294.0,22.64
7203.T,Toyota Motor Corp,Automobiles,2022,12.471666666666666,66.74,8.0,35.44,77.78,41728727601.51,369550.0,32.0,75.0,440992750287.69,453103.0,22.845
7203.T,Toyota Motor Corp,Automobiles,2023,11.11,48.68,9.0,43.0,89.0,37756096091.57,374026.0,75.4,75.0,441633300700.35,507485.0,22.845
7203.T,Toyota Motor Corp,Automobiles,2024,12.471666666666666,39.48,9.0,39.0,76.0,51036844887.98,378014.0,73.83,75.0,474529892274.14,480294.0,22.845
AA.N,Alcoa Corp,Metals & Mining,2017,8.33,94.02,12.0,35.0,0.0,2392000000.0,14300.0,89.1,64.89,8202000000.0,620655.0,42.66
AA.N,Alcoa Corp,Metals & Mining,2018,8.33,93.46,12.0,43.0,33.0,3071000000.0,14300.0,87.73,64.89,9390000000.0,654000.0,50.5
AA.N,Alcoa Corp,Metals & Mining,2019,8.33,90.82,12.0,41.0,33.0,1589000000.0,13900.0,73.15,64.89,7686000000.0,670000.0,51.67
AA.N,Alcoa Corp,Metals & Mining,2020,8.33,87.98,12.0,41.0,65.0,1084000000.0,13350.0,70.13,64.89,7481000000.0,593400.0,54.51
AA.N,Alcoa Corp,Metals & Mining,2021,8.33,83.94,12.0,45.0,68.0,2741000000.0,12550.0,85.52,64.89,8011000000.0,477300.0,56.25
AA.N,Alcoa Corp,Metals & Mining,2022,10.0,67.9,10.0,40.82,65.0,2003000000.0,12650.0,90.7,64.89,8396000000.0,378200.0,60.15
AA.N,Alcoa Corp,Metals & Mining,2023,11.11,71.28,9.0,42.0,63.0,473000000.0,13350.0,93.5,64.89,7712000000.0,52400.0,60.86
AA.N,Alcoa Corp,Metals & Mining,2024,10.0,57.26,10.0,47.0,62.0,1519000000.0,13750.0,91.12,64.89,7752000000.0,121224.0,63.23
ABBN.S,Abb Ltd,Electrical Equipment,2017,66.67,77.4,12.0,53.74857142857143,42.10142857142858,3350000000.0,133550.0,55.26,82.11200000000001,22757000000.0,615915.3,65.38
ABBN.S,Abb Ltd,Electrical Equipment,2018,81.82,55.63,11.0,38.0,38.0,3404000000.0,140700.0,59.77,82.11200000000001,23152000000.0,615915.3,65.87
ABBN.S,Abb Ltd,Electrical Equipment,2019,81.82,57.42,11.0,61.0,38.0,3395000000.0,145500.0,66.18,82.11200000000001,23039000000.0,615915.3,67.06
ABBN.S,Abb Ltd,Electrical Equipment,2020,81.82,51.31,11.0,68.0,40.0,3584000000.0,125000.0,94.59,86.98,22120000000.0,615915.3,66.36
ABBN.S,Abb Ltd,Electrical Equipment,2021,81.82,56.19,11.0,43.0,33.0,4643000000.0,105000.0,63.58,86.24,21518000000.0,615915.3,68.58
ABBN.S,Abb Ltd,Electrical Equipment,2022,80.0,53.14,10.0,42.24,35.71,4968000000.0,104750.0,82.77,83.48,20950000000.0,615915.3,68.3
ABBN.S,Abb Ltd,Electrical Equipment,2023,60.0,44.61,10.0,63.0,55.0,5830000000.0,106500.0,83.74,72.22,21974000000.0,480825.0,70.11
ABBN.S,Abb Ltd,Electrical Equipment,2024,60.0,62.19,10.0,61.0,55.0,6524000000.0,108900.0,79.0,81.64,22005000000.0,751005.6,70.46
ABX.TO,Barrick Gold Corp,Metals & Mining,2017,40.0,41.9,15.0,27.0,40.0,4032000000.0,18300.5,69.97,10.436,17490000000.0,900000.0,32.49
ABX.TO,Barrick Gold Corp,Metals & Mining,2018,40.0,34.01,15.0,36.0,25.0,2862000000.0,20260.5,76.44,10.436,15123000000.0,750000.0,39.55
ABX.TO,Barrick Gold Corp,Metals & Mining,2019,38.46,34.31,13.0,28.0,45.0,4302000000.0,22300.0,79.25,10.436,35363000000.0,874710.0,36.19
ABX.TO,Barrick Gold Corp,Metals & Mining,2020,77.78,13.74,9.0,30.0,45.0,6967000000.0,22550.0,66.67,13.46,37074000000.0,841570.0,25.0
ABX.TO,Barrick Gold Corp,Metals & Mining,2021,70.0,41.63,10.0,35.0,46.0,6569000000.0,21950.0,50.99,11.54,37780000000.0,841570.0,24.13
ABX.TO,Barrick Gold Corp,Metals & Mining,2022,63.64,51.63,11.0,30.52,41.67,5253000000.0,22150.0,29.07,11.11,36539000000.0,841570.0,26.32
ABX.TO,Barrick Gold Corp,Metals & Mining,2023,91.67,66.43,12.0,42.0,31.0,4921000000.0,23800.0,34.19,9.62,37225000000.0,841570.0,32.47
ABX.TO,Barrick Gold Corp,Metals & Mining,2024,90.91,65.72,11.0,41.0,38.0,6411000000.0,21615.85714285714,34.7,6.45,38512000000.0,841570.0,39.44
ACN.N,Accenture PLC,IT Services,2017,46.15,98.81,13.0,79.0,88.0,5703636000.0,404500.0,54.76,58.333333333333336,9735270000.0,17664000.0,81.05
ACN.N,Accenture PLC,IT Services,2018,41.67,96.59,12.0,75.0,88.0,6492437000.0,442000.0,55.13,58.333333333333336,10749601000.0,19125000.0,84.35
ACN.N,Accenture PLC,IT Services,2019,75.0,94.34,12.0,66.0,93.0,6923020000.0,475500.0,56.25,75.0,14850349000.0,19278000.0,83.85
ACN.N,Accenture PLC,IT Services,2020,90.91,91.82,11.0,64.0,67.0,7235362000.0,499000.0,64.29,50.0,17561045000.0,18696000.0,83.79
ACN.N,Accenture PLC,IT Services,2021,100.0,84.82,11.0,66.0,100.0,8446286000.0,565000.0,73.37,50.0,20162667000.0,19228000.0,88.26
ACN.N,Accenture PLC,IT Services,2022,100.0,87.27,10.0,62.36,73.33,10397826000.0,672500.0,68.18,50.0,22802156000.0,37440000.0,86.82
ACN.N,Accenture PLC,IT Services,2023,100.0,94.44,10.0,81.0,94.0,10934651000.0,727000.0,84.26,50.0,26606496000.0,43981000.0,87.17
ACN.N,Accenture PLC,IT Services,2024,100.0,94.55,10.0,77.0,88.0,11112284000.0,753500.0,83.64,75.0,30193105000.0,41048000.0,89.01
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2017,62.226,64.27166666666666,9.0,49.47666666666667,32.333333333333336,5063518911.72,369500.0,63.71166666666667,69.616,26896270438.21,6725000.0,49.77166666666667
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2018,62.226,64.27166666666666,9.0,49.47666666666667,32.333333333333336,6059947623.02,370500.0,63.71166666666667,69.616,32809944764.02,6400000.0,49.77166666666667
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2019,55.56,43.29,9.0,53.0,27.0,6117226350.79,376000.0,57.33,80.77,32996591607.53,6400000.0,48.04
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2020,62.226,70.83,9.0,44.0,24.0,7804657637.96,397000.0,49.34,69.616,32953948734.23,6700000.0,50.0
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2021,77.78,97.13,9.0,65.86,25.0,7567696610.05,413500.0,74.32,73.75,35024895982.54,7400000.0,50.0
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2022,66.67,51.76,9.0,57.0,24.0,7612371575.34,413500.0,53.53,71.25,35364940068.49,6725000.0,49.49
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2023,55.56,43.18,9.0,38.0,47.0,7758268681.09,408000.0,73.86,74.39,35891097303.92,6725000.0,52.04
AD.AS,Koninklijke Ahold Delhaize NV,Consumer Staples Distribution & Retail,2024,55.56,79.44,9.0,39.0,47.0,7346853657.27,395000.0,73.89,47.92,37296282779.83,6725000.0,49.06
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2017,8.33,83.15,12.0,40.73571428571428,79.90714285714286,3039790789.46,57895.0,35.16,91.395,8565156368.09,1175000.0,30.36
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2018,16.67,53.19,18.0,31.0,79.0,3260620240.39,56952.0,32.98,91.395,9324249931.19,1175000.0,22.41
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2019,16.67,44.69,18.0,46.0,79.0,4295675178.8,58274.5,77.68,91.395,13259197811.81,1175000.0,24.29
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2020,16.67,40.52,18.0,47.0,71.0,2547630679.04,57127.5,79.36,91.395,15365168539.33,1175000.0,25.49
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2021,25.0,52.79,16.0,42.0,83.0,3519541641.09,54296.0,74.62,91.0,14969420003.18,1175000.0,35.59
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2022,18.75,57.43,16.0,30.0,83.0,2180008561.64,52823.5,31.08,90.43,12639126712.33,1175000.0,40.0
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2023,18.75,80.65,16.0,48.15,82.35,1581450785.21,51669.0,67.74,90.82,11574498140.44,1175000.0,34.9
ADSGn.DE,Adidas AG,Textiles Apparel & Luxury Goods,2024,25.0,79.86,16.0,41.0,82.0,2575836007.87,56798.0,73.02,93.33,11858370431.72,1175000.0,45.31
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2017,20.907142857142855,68.42,13.0,37.0,17.0,2162612780.34,12595.642857142857,52.56,25.0,4918716023.35,1061922.0,99.48
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2018,9.09,40.24,11.0,50.0,18.0,2288418874.42,12218.0,78.57,25.0,5159350618.93,11014100.0,99.53
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2019,10.0,41.11,10.0,49.0,16.0,2637192990.93,12626.5,50.0,25.0,5491864204.3,1332020.0,98.77
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2020,9.09,24.27,11.0,47.0,8.0,2981093784.95,13402.0,44.23,25.0,7726439267.98,622144.0,98.05
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2021,9.09,20.57,11.0,48.2,3.49,2625255714.41,13506.0,81.29,25.0,6644219340.96,517165.0,98.94
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2022,36.36,48.9,11.0,56.0,8.0,2596417372.15,13025.0,25.41,25.0,6189915744.0,422422.0,98.99
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2023,36.36,48.4,11.0,59.0,9.0,2722744285.59,12294.5,23.26,25.0,9696117585.15,374737.0,99.68
ADVANC.BK,Advanced Info Service PCL,Wireless Telecommunication Services,2024,36.36,42.07,12.0,56.0,31.0,3257805629.31,11097.5,20.19,25.0,9076295207.24,272753.0,99.09
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2017,7.69,19.23,13.0,9.0,0.0,577558722.62,14956.0,75.0,15.0,6380333861.18,646346.4366666666,29.253999999999998
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2018,8.33,15.0,12.0,26.0,0.0,539947236.04,15874.0,68.33,15.0,5741007243.22,646346.4366666666,29.253999999999998
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2019,8.33,10.71,12.0,8.0,0.0,680249836.08,17349.0,74.11,15.0,5872718270.31,70647.7,29.253999999999998
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2020,8.33,9.68,12.0,32.0,0.0,672176130.25,16967.5,67.74,15.0,5002602529.6,173900.0,57.69
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2021,9.09,25.0,11.0,51.77,21.43,514744181.86,16749.0,63.58,15.0,4549291684.5,1562984.52,20.77
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2022,8.33,22.86,12.0,58.0,20.0,1389471326.98,17580.5,63.81,15.0,10521769609.86,1644512.0,23.13
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2023,8.33,20.16,12.0,53.0,19.0,1527287000.54,18755.5,64.11,15.0,9254745696.59,174898.4,22.28
AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,Beverages,2024,9.09,25.19,11.0,59.0,20.0,1168298316.12,19479.0,66.79,15.0,7031273921.04,251136.0,22.4
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2017,32.57333333333333,48.03,10.0,33.48,8.693333333333333,135483432.25,9061.5,80.06,26.299999999999997,717244559.84,84262.0,41.10333333333333
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2018,32.57333333333333,48.03,10.0,33.48,8.693333333333333,139708232.45,9491.5,80.06,26.299999999999997,730217433.41,84262.0,41.10333333333333
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2019,32.57333333333333,48.03,10.0,33.48,8.693333333333333,211856199.56,9989.5,80.06,26.299999999999997,1202599168.5,84262.0,41.10333333333333
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2020,32.57333333333333,48.03,10.0,33.48,8.693333333333333,188503482.59,9645.5,80.06,26.299999999999997,1202714925.37,84262.0,41.10333333333333
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2021,32.57333333333333,48.03,10.0,33.48,8.693333333333333,178166426.51,8493.0,80.06,26.299999999999997,1089353025.94,84262.0,41.10333333333333
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2022,25.0,27.03,8.0,31.44,23.08,176230000.0,8773.0,75.23,21.95,928230681.82,18524.0,47.83
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2023,36.36,37.99,11.0,35.0,1.0,157037908.5,8775.5,83.55,26.299999999999997,850307407.41,150000.0,46.91
AEOM.KL,AEON CO (M) Bhd,Consumer Staples Distribution & Retail,2024,36.36,79.07,11.0,34.0,2.0,168643688.45,9175.642857142857,81.4,30.65,949820948.97,84262.0,28.57
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2017,17.0475,19.23,10.0,39.0,0.0,721371173.75,274.5,55.77,16.67,8710724227.69,869960.0,90.37
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2018,17.0475,19.23,9.0,36.0,0.0,901056926.19,289.5,32.69,16.67,9094392220.42,257740.0,97.03
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2019,16.67,42.31,12.0,39.0,0.0,933492929.29,297.5,42.31,16.67,9605424852.3,630630.0,20.07
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2020,16.67,42.59,12.0,36.0,40.0,872492142.15,291.0,42.59,16.67,10424182961.5,468521.0,15.27
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2021,16.67,21.67,12.0,40.63,40.0,920029431.37,288.125,81.58,16.67,11537684732.35,632196.0,18.49
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2022,18.18,56.58,11.0,34.0,33.0,899223965.48,288.125,69.74,16.67,13125761619.93,233892.0,56.151666666666664
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2023,17.0475,61.54,9.0,25.0,30.0,871905263.16,288.125,82.05,16.67,13060359224.0,186708.0,56.151666666666664
AEV.PS,Aboitiz Equity Ventures Inc,Industrial Conglomerates,2024,17.0475,61.54,9.0,56.0,36.0,953665757.93,288.125,96.15,16.67,13566701559.9,468521.0,95.68
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2017,57.14,27.94,14.0,38.985,30.576666666666668,3160227217.08,145021.5,26.39,25.0,11346114294.11,1745713.22,65.38
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2018,50.0,31.43,14.0,38.985,30.576666666666668,3425486710.32,138786.5,33.78,53.125,11423353423.23,1745713.22,68.18
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2019,50.0,27.94,12.0,32.0,0.0,3524225028.7,140836.5,27.14,53.125,13902554535.02,1745713.22,73.08
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2020,54.55,57.35,11.0,39.0,60.0,3955160846.98,141548.16666666666,9.72,53.125,13763491394.42,1684820.0,71.88
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2021,54.55,61.36,11.0,42.0,53.0,3086271852.55,141548.16666666666,8.7,53.125,13238446944.03,1291695.6,78.57
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2022,54.55,54.26,11.0,44.0,46.0,3644346150.18,141548.16666666666,19.57,58.33,15649477539.78,2182003.2,66.0
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2023,66.67,42.71,12.0,38.91,18.46,3830551724.14,141548.16666666666,38.89,91.67,19782234482.76,1435330.1,56.9
AFKS.MM,AFK Sistema PAO,Wireless Telecommunication Services,2024,50.0,41.67,12.0,38.0,6.0,2782661310.65,141548.16666666666,31.25,37.5,17077611756.34,2134717.2,60.29
AFPD.S,Aluflexpack AG,Containers & Packaging,2017,60.0,12.536,5.0,31.0,2.6666666666666665,42764790.64833333,1351.0,24.144,89.146,257607598.13833332,111570.38,41.525999999999996
AFPD.S,Aluflexpack AG,Containers & Packaging,2018,60.0,12.536,5.0,31.0,2.6666666666666665,42764790.64833333,1351.0,24.144,89.146,257607598.13833332,111570.38,41.525999999999996
AFPD.S,Aluflexpack AG,Containers & Packaging,2019,60.0,12.536,5.0,31.0,2.6666666666666665,24669694.47,1351.0,24.144,89.146,154589870.63,111570.38,41.525999999999996
AFPD.S,Aluflexpack AG,Containers & Packaging,2020,60.0,10.13,5.0,24.0,0.0,21446987.87,1171.5,29.3,93.75,225527430.89,27945.0,27.63
AFPD.S,Aluflexpack AG,Containers & Packaging,2021,60.0,15.59,5.0,36.0,0.0,43033707.87,1255.5,17.81,94.95,241623106.99,111974.4,44.57
AFPD.S,Aluflexpack AG,Containers & Packaging,2022,60.0,14.01,5.0,31.0,2.6666666666666665,50534297.34,1319.0,25.97,95.98,226381783.87,121182.6,31.25
AFPD.S,Aluflexpack AG,Containers & Packaging,2023,60.0,11.76,5.0,31.0,2.6666666666666665,54358946.92,1439.5,24.14,65.74,316028467.47,151728.1,54.86
AFPD.S,Aluflexpack AG,Containers & Packaging,2024,60.0,11.19,5.0,33.0,8.0,62545109.42,1569.5,23.5,95.31,381494928.98,145021.8,49.32
AGI.TO,Alamos Gold Inc,Metals & Mining,2017,11.11,26.32,10.0,18.0,0.0,181600000.0,1479.0,55.59,14.928333333333335,2685400000.0,1380.0,38.92333333333333
AGI.TO,Alamos Gold Inc,Metals & Mining,2018,11.11,23.04,9.0,16.0,0.0,208000000.0,1720.0,58.17,14.928333333333335,2604900000.0,91847.33333333333,38.92333333333333
AGI.TO,Alamos Gold Inc,Metals & Mining,2019,11.11,55.08,9.0,22.0,0.0,298700000.0,1716.5,32.08,27.78,2696100000.0,91847.33333333333,30.48
AGI.TO,Alamos Gold Inc,Metals & Mining,2020,11.11,76.18,10.0,25.0,0.0,399400000.0,1718.0,52.07,19.23,2852000000.0,89055.0,43.03
AGI.TO,Alamos Gold Inc,Metals & Mining,2021,11.11,73.43,10.0,26.0,0.0,416500000.0,1779.5,53.41,11.54,2736000000.0,77097.0,39.93
AGI.TO,Alamos Gold Inc,Metals & Mining,2022,11.11,73.37,9.0,23.0,2.857142857142857,364700000.0,1879.5,42.07,11.11,2721500000.0,102188.0,40.88
AGI.TO,Alamos Gold Inc,Metals & Mining,2023,11.11,66.43,9.0,27.0,6.0,525700000.0,1893.5,38.71,13.46,2923900000.0,193698.0,41.23
AGI.TO,Alamos Gold Inc,Metals & Mining,2024,11.11,57.02,9.0,27.0,14.0,727000000.0,1740.857142857143,65.41,6.45,3870800000.0,87666.0,37.99
AIR.PA,Airbus SE,Aerospace & Defense,2017,84.62,44.55,13.0,52.0,0.0,4841592591.26,131612.0,18.0,28.330000000000002,33395712623.41,2320508.0,18.97
AIR.PA,Airbus SE,Aerospace & Defense,2018,84.62,45.69,13.0,58.0,0.0,8809294430.68,131556.5,20.19,28.330000000000002,26633177355.72,1700000.0,18.97
AIR.PA,Airbus SE,Aerospace & Defense,2019,100.0,52.44,12.0,59.0,0.0,11249243324.44,134301.0,40.67,51.92,22885231935.07,1700000.0,15.28
AIR.PA,Airbus SE,Aerospace & Defense,2020,100.0,46.43,12.0,64.0,0.0,5403028822.67,133140.0,54.61,30.95,33540547142.16,1500000.0,12.22
AIR.PA,Airbus SE,Aerospace & Defense,2021,100.0,36.78,12.0,68.0,25.0,8598776800.13,128922.0,52.7,17.5,32270422663.3,1000000.0,25.89
AIR.PA,Airbus SE,Aerospace & Defense,2022,100.0,28.26,12.0,68.71,26.67,8693279109.59,130381.0,62.5,18.18,31690924657.53,1200000.0,29.55
AIR.PA,Airbus SE,Aerospace & Defense,2023,100.0,45.74,12.0,68.0,27.0,7504441967.49,141080.0,57.98,17.05,38821140454.46,1786274.0,32.67
AIR.PA,Airbus SE,Aerospace & Defense,2024,100.0,40.56,12.0,69.0,27.0,8140594264.42,152407.0,60.56,34.38,39169686302.93,2177325.0,31.1
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2017,41.67,60.31,12.0,49.88285714285714,60.78285714285715,6167992226.58,65950.0,32.47,41.18,38081836830.17,1550775.0,75.52
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2018,41.67,38.89,12.0,41.0,42.0,5980823928.8,65600.0,57.41,42.5,37084250848.7,1467000.0,80.48
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2019,41.67,41.5,12.0,40.0,44.0,6649216420.42,66600.0,61.76,42.0,38063583167.05,1336500.0,80.31
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2020,41.67,34.06,12.0,62.0,58.0,7239252564.73,65822.5,89.38,60.29,39687103077.67,1512000.0,78.15
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2021,41.67,34.78,12.0,55.0,82.0,7200281927.11,65440.5,88.66,65.15,40787804378.96,1015008.75,77.13
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2022,28.57,76.65,16.0,51.18,81.48,8266053082.19,66772.5,78.93,67.19,40611836472.6,1345329.0,76.69
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2023,25.0,73.23,12.0,50.0,62.0,8765298577.47,67443.5,61.62,56.45,40922053127.03,1610616.0,78.14
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Chemicals,2024,28.57,38.02,14.0,50.0,56.0,8335852572.73,67217.5,56.25,69.74,41427580494.88,1355560.0,76.63
AKZO.AS,Akzo Nobel NV,Chemicals,2017,62.5,87.27,8.0,49.2,4.8,1717829680.55,36000.0,54.0,58.757999999999996,11492184594.71,98603.0,65.1
AKZO.AS,Akzo Nobel NV,Chemicals,2018,60.0,67.24,10.0,48.0,24.0,1183594825.21,35100.0,60.58,58.757999999999996,16556564822.46,98603.0,70.31
AKZO.AS,Akzo Nobel NV,Chemicals,2019,62.5,52.44,8.0,46.0,0.0,1514472120.71,34150.0,78.0,58.757999999999996,9841266282.54,98603.0,70.31
AKZO.AS,Akzo Nobel NV,Chemicals,2020,55.56,70.83,9.0,48.0,0.0,1795310210.06,33000.0,52.63,59.52,10796287249.63,98603.0,70.31
AKZO.AS,Akzo Nobel NV,Chemicals,2021,62.5,76.44,8.0,51.0,0.0,1643816929.27,32500.0,85.52,86.25,10442671031.99,98603.0,67.02
AKZO.AS,Akzo Nobel NV,Chemicals,2022,66.67,52.72,6.0,53.0,0.0,1243578767.12,34000.0,85.87,69.32,11154751712.33,98603.0,70.31
AKZO.AS,Akzo Nobel NV,Chemicals,2023,75.0,59.04,8.0,49.2,4.8,1583657974.02,35200.0,73.94,6.82,11156235860.2,98603.0,75.16
AKZO.AS,Akzo Nobel NV,Chemicals,2024,62.5,55.0,8.0,49.2,4.8,1536390930.74,34900.0,32.78,71.88,10543534527.38,98603.0,73.96
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2017,13.744285714285715,25.61,12.0,24.0,24.0,335326190.96,69887.0,53.57,65.0,1306287713.76,1578113.0,43.67
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2018,8.33,63.33,12.0,26.0,21.0,323130909.41,72027.5,51.09,65.0,2003689811.26,1891291.3499999999,21.79
